Case;Atividade;Inicio;Fim;Tempo(s)
2624;Alimentacao de Maquina;18-04-2012 16:20:54;18-04-2012 16:21:04;10
2624;Parada de curta duracao;18-04-2012 16:21:04;18-04-2012 16:21:14;10
2625;Maquina trabalhando;18-04-2012 16:21:14;18-04-2012 16:21:58;44
2625;Retirada do Produto;18-04-2012 16:21:58;18-04-2012 16:21:58;0
2625;Alimentacao de Maquina;18-04-2012 16:21:58;18-04-2012 16:22:08;10
2625;Parada de curta duracao;18-04-2012 16:22:08;18-04-2012 16:22:14;6
2626;Maquina trabalhando;18-04-2012 16:22:14;18-04-2012 16:22:58;44
2626;Retirada do Produto;18-04-2012 16:22:58;18-04-2012 16:22:58;0
2626;Alimentacao de Maquina;18-04-2012 16:22:58;18-04-2012 16:23:08;10
2626;Parada de curta duracao;18-04-2012 16:23:08;18-04-2012 16:23:14;6
2627;Maquina trabalhando;18-04-2012 16:23:14;18-04-2012 16:23:58;44
2627;Retirada do Produto;18-04-2012 16:23:58;18-04-2012 16:23:58;0
2627;Alimentacao de Maquina;18-04-2012 16:23:58;18-04-2012 16:24:08;10
2627;Parada de curta duracao;18-04-2012 16:24:08;18-04-2012 16:24:15;7
2628;Maquina trabalhando;18-04-2012 16:24:15;18-04-2012 16:24:59;44
2628;Retirada do Produto;18-04-2012 16:24:59;18-04-2012 16:24:59;0
2628;Alimentacao de Maquina;18-04-2012 16:24:59;18-04-2012 16:25:09;10
2628;Parada de curta duracao;18-04-2012 16:25:09;18-04-2012 16:25:15;6
2629;Maquina trabalhando;18-04-2012 16:25:15;18-04-2012 16:25:59;44
2629;Retirada do Produto;18-04-2012 16:25:59;18-04-2012 16:25:59;0
2629;Alimentacao de Maquina;18-04-2012 16:25:59;18-04-2012 16:26:09;10
2629;Parada de curta duracao;18-04-2012 16:26:09;18-04-2012 16:26:14;5
2630;Maquina trabalhando;18-04-2012 16:26:14;18-04-2012 16:26:58;44
2630;Retirada do Produto;18-04-2012 16:26:58;18-04-2012 16:26:58;0
2630;Alimentacao de Maquina;18-04-2012 16:26:58;18-04-2012 16:27:08;10
2630;Parada de curta duracao;18-04-2012 16:27:08;18-04-2012 16:27:14;6
2631;Maquina trabalhando;18-04-2012 16:27:14;18-04-2012 16:27:57;43
2631;Alimentacao de Maquina;18-04-2012 16:27:57;18-04-2012 16:28:07;10
2631;Retirada do Produto;18-04-2012 16:27:58;18-04-2012 16:27:58;0
2631;Parada de curta duracao;18-04-2012 16:28:07;18-04-2012 16:28:20;13
2632;Maquina trabalhando;18-04-2012 16:28:20;18-04-2012 16:29:04;44
2632;Retirada do Produto;18-04-2012 16:29:04;18-04-2012 16:29:04;0
2632;Alimentacao de Maquina;18-04-2012 16:29:04;18-04-2012 16:29:14;10
2632;Parada de curta duracao;18-04-2012 16:29:14;18-04-2012 16:29:20;6
2633;Maquina trabalhando;18-04-2012 16:29:20;18-04-2012 16:30:04;44
2633;Retirada do Produto;18-04-2012 16:30:04;18-04-2012 16:30:04;0
2633;Alimentacao de Maquina;18-04-2012 16:30:04;18-04-2012 16:30:14;10
2633;Parada de curta duracao;18-04-2012 16:30:14;18-04-2012 16:30:22;8
2634;Maquina trabalhando;18-04-2012 16:30:22;18-04-2012 16:31:06;44
2634;Retirada do Produto;18-04-2012 16:31:06;18-04-2012 16:31:06;0
2634;Alimentacao de Maquina;18-04-2012 16:31:06;18-04-2012 16:31:16;10
2634;Parada de curta duracao;18-04-2012 16:31:16;18-04-2012 16:31:23;7
2635;Maquina trabalhando;18-04-2012 16:31:23;18-04-2012 16:32:06;43
2635;Retirada do Produto;18-04-2012 16:32:06;18-04-2012 16:32:06;0
2635;Alimentacao de Maquina;18-04-2012 16:32:06;18-04-2012 16:32:16;10
2635;Parada de curta duracao;18-04-2012 16:32:16;18-04-2012 16:32:22;6
2636;Maquina trabalhando;18-04-2012 16:32:22;18-04-2012 16:33:06;44
2636;Retirada do Produto;18-04-2012 16:33:06;18-04-2012 16:33:06;0
2636;Alimentacao de Maquina;18-04-2012 16:33:06;18-04-2012 16:33:16;10
2636;Parada de curta duracao;18-04-2012 16:33:16;18-04-2012 16:33:22;6
2637;Maquina trabalhando;18-04-2012 16:33:22;18-04-2012 16:34:06;44
2637;Retirada do Produto;18-04-2012 16:34:06;18-04-2012 16:34:06;0
2637;Alimentacao de Maquina;18-04-2012 16:34:06;18-04-2012 16:34:16;10
2637;Parada de curta duracao;18-04-2012 16:34:16;18-04-2012 16:34:21;5
2638;Maquina trabalhando;18-04-2012 16:34:21;18-04-2012 16:35:05;44
2638;Retirada do Produto;18-04-2012 16:35:05;18-04-2012 16:35:05;0
2638;Alimentacao de Maquina;18-04-2012 16:35:05;18-04-2012 16:35:15;10
2638;Parada de curta duracao;18-04-2012 16:35:15;18-04-2012 16:35:32;17
2639;Maquina trabalhando;18-04-2012 16:35:32;18-04-2012 16:36:16;44
2639;Retirada do Produto;18-04-2012 16:36:16;18-04-2012 16:36:16;0
2639;Alimentacao de Maquina;18-04-2012 16:36:16;18-04-2012 16:36:26;10
2639;Parada de curta duracao;18-04-2012 16:36:26;18-04-2012 16:36:35;9
2640;Maquina trabalhando;18-04-2012 16:36:35;18-04-2012 16:37:19;44
2640;Retirada do Produto;18-04-2012 16:37:19;18-04-2012 16:37:19;0
2640;Alimentacao de Maquina;18-04-2012 16:37:19;18-04-2012 16:37:29;10
2640;Parada de curta duracao;18-04-2012 16:37:29;18-04-2012 16:37:37;8
2641;Maquina trabalhando;18-04-2012 16:37:37;18-04-2012 16:38:20;43
2641;Retirada do Produto;18-04-2012 16:38:20;18-04-2012 16:38:20;0
2641;Alimentacao de Maquina;18-04-2012 16:38:20;18-04-2012 16:38:30;10
2641;Parada de curta duracao;18-04-2012 16:38:30;18-04-2012 16:38:51;21
2642;Maquina trabalhando;18-04-2012 16:38:51;18-04-2012 16:39:35;44
2642;Retirada do Produto;18-04-2012 16:39:35;18-04-2012 16:39:35;0
2642;Alimentacao de Maquina;18-04-2012 16:39:35;18-04-2012 16:39:45;10
2642;Parada de curta duracao;18-04-2012 16:39:45;18-04-2012 16:39:57;12
2643;Maquina trabalhando;18-04-2012 16:39:57;18-04-2012 16:40:40;43
2643;Alimentacao de Maquina;18-04-2012 16:40:40;18-04-2012 16:40:50;10
2643;Retirada do Produto;18-04-2012 16:40:41;18-04-2012 16:40:41;0
2643;Parada de curta duracao;18-04-2012 16:40:50;18-04-2012 16:40:59;9
2644;Maquina trabalhando;18-04-2012 16:40:59;18-04-2012 16:41:43;44
2644;Retirada do Produto;18-04-2012 16:41:43;18-04-2012 16:41:43;0
2644;Alimentacao de Maquina;18-04-2012 16:41:43;18-04-2012 16:41:53;10
2644;Parada de curta duracao;18-04-2012 16:41:53;18-04-2012 16:42:08;15
2645;Maquina trabalhando;18-04-2012 16:42:08;18-04-2012 16:42:52;44
2645;Retirada do Produto;18-04-2012 16:42:52;18-04-2012 16:42:52;0
2645;Alimentacao de Maquina;18-04-2012 16:42:52;18-04-2012 16:43:02;10
2645;Parada de curta duracao;18-04-2012 16:43:02;18-04-2012 16:43:15;13
2646;Maquina trabalhando;18-04-2012 16:43:15;18-04-2012 16:43:59;44
2646;Retirada do Produto;18-04-2012 16:43:59;18-04-2012 16:43:59;0
2646;Alimentacao de Maquina;18-04-2012 16:43:59;18-04-2012 16:44:09;10
2646;Parada de curta duracao;18-04-2012 16:44:09;18-04-2012 16:44:16;7
2647;Maquina trabalhando;18-04-2012 16:44:16;18-04-2012 16:45:00;44
2647;Retirada do Produto;18-04-2012 16:45:00;18-04-2012 16:45:00;0
2647;Alimentacao de Maquina;18-04-2012 16:45:00;18-04-2012 16:45:10;10
2647;Parada de curta duracao;18-04-2012 16:45:10;18-04-2012 16:45:21;11
2648;Maquina trabalhando;18-04-2012 16:45:22;18-04-2012 16:46:05;43
2648;Retirada do Produto;18-04-2012 16:46:05;18-04-2012 16:46:05;0
2648;Alimentacao de Maquina;18-04-2012 16:46:05;18-04-2012 16:46:15;10
2648;Parada de curta duracao;18-04-2012 16:46:15;18-04-2012 16:46:25;10
2649;Maquina trabalhando;18-04-2012 16:46:25;18-04-2012 16:47:09;44
2649;Retirada do Produto;18-04-2012 16:47:09;18-04-2012 16:47:09;0
2649;Alimentacao de Maquina;18-04-2012 16:47:09;18-04-2012 16:47:19;10
2649;Parada de curta duracao;18-04-2012 16:47:19;18-04-2012 16:47:37;18
2650;Maquina trabalhando;18-04-2012 16:47:37;18-04-2012 16:48:21;44
2650;Retirada do Produto;18-04-2012 16:48:21;18-04-2012 16:48:21;0
2650;Alimentacao de Maquina;18-04-2012 16:48:21;18-04-2012 16:48:31;10
2650;Parada de curta duracao;18-04-2012 16:48:31;18-04-2012 16:48:38;7
2651;Maquina trabalhando;18-04-2012 16:48:38;18-04-2012 16:49:21;43
2651;Retirada do Produto;18-04-2012 16:49:21;18-04-2012 16:49:21;0
2651;Alimentacao de Maquina;18-04-2012 16:49:21;18-04-2012 16:49:31;10
2651;Parada de curta duracao;18-04-2012 16:49:31;18-04-2012 16:49:38;7
2652;Maquina trabalhando;18-04-2012 16:49:38;18-04-2012 16:50:22;44
2652;Alimentacao de Maquina;18-04-2012 16:50:21;18-04-2012 16:50:31;10
2652;Retirada do Produto;18-04-2012 16:50:22;18-04-2012 16:50:22;0
2652;Parada de curta duracao;18-04-2012 16:50:31;18-04-2012 16:50:42;11
2653;Maquina trabalhando;18-04-2012 16:50:42;18-04-2012 16:51:26;44
2653;Retirada do Produto;18-04-2012 16:51:26;18-04-2012 16:51:26;0
2653;Alimentacao de Maquina;18-04-2012 16:51:26;18-04-2012 16:51:36;10
2653;Parada de curta duracao;18-04-2012 16:51:36;18-04-2012 16:51:52;16
2654;Maquina trabalhando;18-04-2012 16:51:52;18-04-2012 16:52:36;44
2654;Retirada do Produto;18-04-2012 16:52:36;18-04-2012 16:52:36;0
2654;Alimentacao de Maquina;18-04-2012 16:52:36;18-04-2012 16:52:46;10
2654;Parada de curta duracao;18-04-2012 16:52:46;18-04-2012 16:53:01;15
2655;Maquina trabalhando;18-04-2012 16:53:01;18-04-2012 16:53:45;44
2655;Alimentacao de Maquina;18-04-2012 16:53:44;18-04-2012 16:53:54;10
2655;Retirada do Produto;18-04-2012 16:53:45;18-04-2012 16:53:45;0
2655;Parada de curta duracao;18-04-2012 16:53:54;18-04-2012 16:54:07;13
2656;Maquina trabalhando;18-04-2012 16:54:07;18-04-2012 16:54:51;44
2656;Retirada do Produto;18-04-2012 16:54:51;18-04-2012 16:54:51;0
2656;Alimentacao de Maquina;18-04-2012 16:54:51;18-04-2012 16:55:01;10
2656;Parada de curta duracao;18-04-2012 16:55:01;18-04-2012 16:55:10;9
2657;Maquina trabalhando;18-04-2012 16:55:10;18-04-2012 16:55:54;44
2657;Retirada do Produto;18-04-2012 16:55:54;18-04-2012 16:55:54;0
2657;Alimentacao de Maquina;18-04-2012 16:55:54;18-04-2012 16:56:04;10
2657;Parada de curta duracao;18-04-2012 16:56:04;18-04-2012 16:56:16;12
2658;Maquina trabalhando;18-04-2012 16:56:16;18-04-2012 16:57:00;44
2658;Retirada do Produto;18-04-2012 16:57:00;18-04-2012 16:57:00;0
2658;Alimentacao de Maquina;18-04-2012 16:57:00;18-04-2012 16:57:10;10
2658;Parada de curta duracao;18-04-2012 16:57:10;18-04-2012 16:57:18;8
2659;Maquina trabalhando;18-04-2012 16:57:18;18-04-2012 16:58:02;44
2659;Retirada do Produto;18-04-2012 16:58:02;18-04-2012 16:58:02;0
2659;Alimentacao de Maquina;18-04-2012 16:58:02;18-04-2012 16:58:12;10
2659;Parada de curta duracao;18-04-2012 16:58:12;18-04-2012 16:58:41;29
2660;Maquina trabalhando;18-04-2012 16:58:41;18-04-2012 16:59:25;44
2660;Retirada do Produto;18-04-2012 16:59:25;18-04-2012 16:59:25;0
2660;Alimentacao de Maquina;18-04-2012 16:59:25;18-04-2012 16:59:35;10
2660;Parada de curta duracao;18-04-2012 16:59:35;18-04-2012 17:01:11;96
2661;Maquina trabalhando;18-04-2012 17:01:11;18-04-2012 17:01:48;37
2661;Retirada do Produto;18-04-2012 17:01:22;18-04-2012 17:01:22;0
2661;Alimentacao de Maquina;18-04-2012 17:01:22;18-04-2012 17:01:32;10
2661;Parada de curta duracao;18-04-2012 17:01:32;18-04-2012 17:03:00;88
2662;Maquina trabalhando;18-04-2012 17:03:00;18-04-2012 17:03:47;47
2662;Retirada do Produto;18-04-2012 17:03:47;18-04-2012 17:03:47;0
2662;Alimentacao de Maquina;18-04-2012 17:03:47;18-04-2012 17:03:57;10
2662;Parada de curta duracao;18-04-2012 17:03:57;18-04-2012 17:05:19;82
2663;Maquina trabalhando;18-04-2012 17:05:19;18-04-2012 17:06:03;44
2663;Retirada do Produto;18-04-2012 17:06:03;18-04-2012 17:06:03;0
2663;Alimentacao de Maquina;18-04-2012 17:06:03;18-04-2012 17:06:13;10
2663;Parada de curta duracao;18-04-2012 17:06:13;18-04-2012 17:06:42;29
2664;Maquina trabalhando;18-04-2012 17:06:42;18-04-2012 17:07:26;44
2664;Retirada do Produto;18-04-2012 17:07:26;18-04-2012 17:07:26;0
2664;Alimentacao de Maquina;18-04-2012 17:07:26;18-04-2012 17:07:36;10
2664;Parada de curta duracao;18-04-2012 17:07:36;18-04-2012 17:08:13;37
2665;Maquina trabalhando;18-04-2012 17:08:13;18-04-2012 17:08:57;44
2665;Retirada do Produto;18-04-2012 17:08:57;18-04-2012 17:08:57;0
2665;Alimentacao de Maquina;18-04-2012 17:08:57;18-04-2012 17:09:07;10
2665;Parada de curta duracao;18-04-2012 17:09:07;18-04-2012 17:09:12;5
2666;Maquina trabalhando;18-04-2012 17:09:12;18-04-2012 17:09:56;44
2666;Retirada do Produto;18-04-2012 17:09:56;18-04-2012 17:09:56;0
2666;Alimentacao de Maquina;18-04-2012 17:09:56;18-04-2012 17:10:06;10
2666;Parada de curta duracao;18-04-2012 17:10:06;18-04-2012 17:10:15;9
2667;Maquina trabalhando;18-04-2012 17:10:15;18-04-2012 17:10:59;44
2667;Retirada do Produto;18-04-2012 17:10:59;18-04-2012 17:10:59;0
2667;Alimentacao de Maquina;18-04-2012 17:10:59;18-04-2012 17:11:09;10
2667;Parada de curta duracao;18-04-2012 17:11:09;18-04-2012 17:11:16;7
2668;Maquina trabalhando;18-04-2012 17:11:16;18-04-2012 17:12:00;44
2668;Retirada do Produto;18-04-2012 17:12:00;18-04-2012 17:12:00;0
2668;Alimentacao de Maquina;18-04-2012 17:12:00;18-04-2012 17:12:10;10
2668;Parada de curta duracao;18-04-2012 17:12:10;18-04-2012 17:12:25;15
2669;Maquina trabalhando;18-04-2012 17:12:25;18-04-2012 17:13:09;44
2669;Retirada do Produto;18-04-2012 17:13:09;18-04-2012 17:13:09;0
2669;Alimentacao de Maquina;18-04-2012 17:13:09;18-04-2012 17:13:19;10
2669;Parada de curta duracao;18-04-2012 17:13:19;18-04-2012 17:13:33;14
2670;Maquina trabalhando;18-04-2012 17:13:33;18-04-2012 17:14:17;44
2670;Retirada do Produto;18-04-2012 17:14:17;18-04-2012 17:14:17;0
2670;Alimentacao de Maquina;18-04-2012 17:14:17;18-04-2012 17:14:27;10
2670;Parada de curta duracao;18-04-2012 17:14:27;18-04-2012 17:14:37;10
2671;Maquina trabalhando;18-04-2012 17:14:37;18-04-2012 17:15:21;44
2671;Retirada do Produto;18-04-2012 17:15:21;18-04-2012 17:15:21;0
2671;Alimentacao de Maquina;18-04-2012 17:15:21;18-04-2012 17:15:31;10
2671;Parada de curta duracao;18-04-2012 17:15:31;18-04-2012 17:15:40;9
2672;Maquina trabalhando;18-04-2012 17:15:40;18-04-2012 17:16:24;44
2672;Retirada do Produto;18-04-2012 17:16:24;18-04-2012 17:16:24;0
2672;Alimentacao de Maquina;18-04-2012 17:16:24;18-04-2012 17:16:34;10
2672;Parada de curta duracao;18-04-2012 17:16:34;18-04-2012 17:16:40;6
2673;Maquina trabalhando;18-04-2012 17:16:40;18-04-2012 17:17:24;44
2673;Retirada do Produto;18-04-2012 17:17:24;18-04-2012 17:17:24;0
2673;Alimentacao de Maquina;18-04-2012 17:17:24;18-04-2012 17:17:34;10
2673;Parada de curta duracao;18-04-2012 17:17:34;18-04-2012 17:17:49;15
2674;Maquina trabalhando;18-04-2012 17:17:50;18-04-2012 17:18:33;43
2674;Retirada do Produto;18-04-2012 17:18:33;18-04-2012 17:18:33;0
2674;Alimentacao de Maquina;18-04-2012 17:18:33;18-04-2012 17:18:43;10
2674;Parada de curta duracao;18-04-2012 17:18:43;18-04-2012 17:18:50;7
2675;Maquina trabalhando;18-04-2012 17:18:50;18-04-2012 17:19:34;44
2675;Retirada do Produto;18-04-2012 17:19:34;18-04-2012 17:19:34;0
2675;Medicao;18-04-2012 17:19:34;18-04-2012 17:34:01;867
2675;Alimentacao de Maquina;18-04-2012 17:34:05;18-04-2012 17:34:15;10
2675;Parada de curta duracao;18-04-2012 17:34:15;18-04-2012 17:34:29;14
2676;Maquina trabalhando;18-04-2012 17:34:29;18-04-2012 17:35:13;44
2676;Retirada do Produto;18-04-2012 17:35:13;18-04-2012 17:35:13;0
2676;Alimentacao de Maquina;18-04-2012 17:35:13;18-04-2012 17:35:23;10
2676;Parada de curta duracao;18-04-2012 17:35:23;18-04-2012 17:35:30;7
2677;Maquina trabalhando;18-04-2012 17:35:30;18-04-2012 17:36:14;44
2677;Retirada do Produto;18-04-2012 17:36:14;18-04-2012 17:36:14;0
2677;Alimentacao de Maquina;18-04-2012 17:36:14;18-04-2012 17:36:24;10
2677;Parada de curta duracao;18-04-2012 17:36:24;18-04-2012 17:36:28;4
2678;Maquina trabalhando;18-04-2012 17:36:28;18-04-2012 17:37:12;44
2678;Retirada do Produto;18-04-2012 17:37:12;18-04-2012 17:37:12;0
2678;Alimentacao de Maquina;18-04-2012 17:37:12;18-04-2012 17:37:22;10
2678;Parada de curta duracao;18-04-2012 17:37:22;18-04-2012 17:37:28;6
2679;Maquina trabalhando;18-04-2012 17:37:28;18-04-2012 17:38:12;44
2679;Retirada do Produto;18-04-2012 17:38:12;18-04-2012 17:38:12;0
2679;Alimentacao de Maquina;18-04-2012 17:38:12;18-04-2012 17:38:22;10
2679;Parada de curta duracao;18-04-2012 17:38:22;18-04-2012 17:38:27;5
2680;Maquina trabalhando;18-04-2012 17:38:27;18-04-2012 17:39:11;44
2680;Retirada do Produto;18-04-2012 17:39:11;18-04-2012 17:39:11;0
2680;Alimentacao de Maquina;18-04-2012 17:39:11;18-04-2012 17:39:21;10
2680;Parada de curta duracao;18-04-2012 17:39:21;18-04-2012 17:39:27;6
2681;Maquina trabalhando;18-04-2012 17:39:27;18-04-2012 17:40:11;44
2681;Retirada do Produto;18-04-2012 17:40:11;18-04-2012 17:40:11;0
2681;Alimentacao de Maquina;18-04-2012 17:40:11;18-04-2012 17:40:21;10
2681;Parada de curta duracao;18-04-2012 17:40:21;18-04-2012 17:40:25;4
2682;Maquina trabalhando;18-04-2012 17:40:25;18-04-2012 17:41:09;44
2682;Retirada do Produto;18-04-2012 17:41:09;18-04-2012 17:41:09;0
2682;Alimentacao de Maquina;18-04-2012 17:41:09;18-04-2012 17:41:19;10
2682;Parada de curta duracao;18-04-2012 17:41:19;18-04-2012 17:41:28;9
2683;Maquina trabalhando;18-04-2012 17:41:28;18-04-2012 17:42:12;44
2683;Retirada do Produto;18-04-2012 17:42:12;18-04-2012 17:42:12;0
2683;Alimentacao de Maquina;18-04-2012 17:42:12;18-04-2012 17:42:22;10
2683;Parada de curta duracao;18-04-2012 17:42:22;18-04-2012 17:42:30;8
2684;Maquina trabalhando;18-04-2012 17:42:30;18-04-2012 17:43:14;44
2684;Retirada do Produto;18-04-2012 17:43:14;18-04-2012 17:43:14;0
2684;Alimentacao de Maquina;18-04-2012 17:43:14;18-04-2012 17:43:24;10
2684;Parada de curta duracao;18-04-2012 17:43:24;18-04-2012 17:43:32;8
2685;Maquina trabalhando;18-04-2012 17:43:32;18-04-2012 17:44:16;44
2685;Retirada do Produto;18-04-2012 17:44:16;18-04-2012 17:44:16;0
2685;Alimentacao de Maquina;18-04-2012 17:44:16;18-04-2012 17:44:26;10
2685;Parada de curta duracao;18-04-2012 17:44:26;18-04-2012 17:44:32;6
2686;Maquina trabalhando;18-04-2012 17:44:32;18-04-2012 17:45:16;44
2686;Retirada do Produto;18-04-2012 17:45:16;18-04-2012 17:45:16;0
2686;Alimentacao de Maquina;18-04-2012 17:45:16;18-04-2012 17:45:26;10
2686;Parada de curta duracao;18-04-2012 17:45:26;18-04-2012 17:45:35;9
2687;Maquina trabalhando;18-04-2012 17:45:36;18-04-2012 17:46:19;43
2687;Retirada do Produto;18-04-2012 17:46:19;18-04-2012 17:46:19;0
2687;Alimentacao de Maquina;18-04-2012 17:46:19;18-04-2012 17:46:29;10
2687;Parada de curta duracao;18-04-2012 17:46:29;18-04-2012 17:46:35;6
2688;Maquina trabalhando;18-04-2012 17:46:35;18-04-2012 17:47:19;44
2688;Retirada do Produto;18-04-2012 17:47:19;18-04-2012 17:47:19;0
2688;Alimentacao de Maquina;18-04-2012 17:47:19;18-04-2012 17:47:29;10
2688;Parada de curta duracao;18-04-2012 17:47:29;18-04-2012 17:47:36;7
2689;Maquina trabalhando;18-04-2012 17:47:36;18-04-2012 17:48:20;44
2689;Retirada do Produto;18-04-2012 17:48:20;18-04-2012 17:48:20;0
2689;Alimentacao de Maquina;18-04-2012 17:48:20;18-04-2012 17:48:30;10
2689;Parada de curta duracao;18-04-2012 17:48:30;18-04-2012 17:48:52;22
2690;Maquina trabalhando;18-04-2012 17:48:52;18-04-2012 17:49:36;44
2690;Retirada do Produto;18-04-2012 17:49:36;18-04-2012 17:49:36;0
2690;Alimentacao de Maquina;18-04-2012 17:49:36;18-04-2012 17:49:46;10
2690;Parada de curta duracao;18-04-2012 17:49:46;18-04-2012 17:49:52;6
2691;Maquina trabalhando;18-04-2012 17:49:52;18-04-2012 17:50:36;44
2691;Retirada do Produto;18-04-2012 17:50:36;18-04-2012 17:50:36;0
2691;Alimentacao de Maquina;18-04-2012 17:50:36;18-04-2012 17:50:46;10
2691;Parada de curta duracao;18-04-2012 17:50:46;18-04-2012 17:50:51;5
2692;Maquina trabalhando;18-04-2012 17:50:51;18-04-2012 17:51:35;44
2692;Retirada do Produto;18-04-2012 17:51:35;18-04-2012 17:51:35;0
2692;Alimentacao de Maquina;18-04-2012 17:51:35;18-04-2012 17:51:45;10
2692;Parada de curta duracao;18-04-2012 17:51:45;18-04-2012 17:51:52;7
2693;Maquina trabalhando;18-04-2012 17:51:52;18-04-2012 17:52:36;44
2693;Retirada do Produto;18-04-2012 17:52:36;18-04-2012 17:52:36;0
2693;Alimentacao de Maquina;18-04-2012 17:52:36;18-04-2012 17:52:46;10
2693;Parada de curta duracao;18-04-2012 17:52:46;18-04-2012 17:52:52;6
2694;Maquina trabalhando;18-04-2012 17:52:52;18-04-2012 17:53:36;44
2694;Retirada do Produto;18-04-2012 17:53:36;18-04-2012 17:53:36;0
2694;Alimentacao de Maquina;18-04-2012 17:53:36;18-04-2012 17:53:46;10
2694;Parada de curta duracao;18-04-2012 17:53:46;18-04-2012 17:53:58;12
2695;Maquina trabalhando;18-04-2012 17:53:58;18-04-2012 17:54:42;44
2695;Alimentacao de Maquina;18-04-2012 17:54:41;18-04-2012 17:54:51;10
2695;Retirada do Produto;18-04-2012 17:54:42;18-04-2012 17:54:42;0
2695;Parada de curta duracao;18-04-2012 17:54:51;18-04-2012 17:54:56;5
2696;Maquina trabalhando;18-04-2012 17:54:56;18-04-2012 17:55:40;44
2696;Retirada do Produto;18-04-2012 17:55:40;18-04-2012 17:55:40;0
2696;Alimentacao de Maquina;18-04-2012 17:55:40;18-04-2012 17:55:50;10
2696;Parada de curta duracao;18-04-2012 17:55:50;18-04-2012 17:55:57;7
2697;Maquina trabalhando;18-04-2012 17:55:57;18-04-2012 17:56:41;44
2697;Retirada do Produto;18-04-2012 17:56:41;18-04-2012 17:56:41;0
2697;Alimentacao de Maquina;18-04-2012 17:56:41;18-04-2012 17:56:51;10
2697;Parada de curta duracao;18-04-2012 17:56:51;18-04-2012 17:56:55;4
2698;Maquina trabalhando;18-04-2012 17:56:55;18-04-2012 17:57:39;44
2698;Retirada do Produto;18-04-2012 17:57:39;18-04-2012 17:57:39;0
2698;Alimentacao de Maquina;18-04-2012 17:57:39;18-04-2012 17:57:49;10
2698;Parada de curta duracao;18-04-2012 17:57:49;18-04-2012 17:57:56;7
2699;Maquina trabalhando;18-04-2012 17:57:56;18-04-2012 17:58:39;43
2699;Retirada do Produto;18-04-2012 17:58:39;18-04-2012 17:58:39;0
2699;Alimentacao de Maquina;18-04-2012 17:58:39;18-04-2012 17:58:49;10
2699;Parada de curta duracao;18-04-2012 17:58:49;18-04-2012 17:58:56;7
2700;Maquina trabalhando;18-04-2012 17:58:56;18-04-2012 17:59:40;44
2700;Retirada do Produto;18-04-2012 17:59:40;18-04-2012 17:59:40;0
2700;Alimentacao de Maquina;18-04-2012 17:59:40;18-04-2012 17:59:50;10
2700;Parada de curta duracao;18-04-2012 17:59:50;18-04-2012 17:59:56;6
2701;Maquina trabalhando;18-04-2012 17:59:56;18-04-2012 18:00:40;44
2701;Alimentacao de Maquina;18-04-2012 18:00:39;18-04-2012 18:00:49;10
2701;Retirada do Produto;18-04-2012 18:00:40;18-04-2012 18:00:40;0
2701;Parada de curta duracao;18-04-2012 18:00:49;18-04-2012 18:00:58;9
2702;Maquina trabalhando;18-04-2012 18:00:58;18-04-2012 18:01:42;44
2702;Retirada do Produto;18-04-2012 18:01:42;18-04-2012 18:01:42;0
2702;Alimentacao de Maquina;18-04-2012 18:01:42;18-04-2012 18:01:52;10
2702;Parada de curta duracao;18-04-2012 18:01:52;18-04-2012 18:02:05;13
2703;Maquina trabalhando;18-04-2012 18:02:05;18-04-2012 18:02:49;44
2703;Retirada do Produto;18-04-2012 18:02:49;18-04-2012 18:02:49;0
2703;Alimentacao de Maquina;18-04-2012 18:02:49;18-04-2012 18:02:59;10
2703;Parada de curta duracao;18-04-2012 18:02:59;18-04-2012 18:03:18;19
2704;Maquina trabalhando;18-04-2012 18:03:18;18-04-2012 18:04:02;44
2704;Retirada do Produto;18-04-2012 18:04:02;18-04-2012 18:04:02;0
2704;Alimentacao de Maquina;18-04-2012 18:04:02;18-04-2012 18:04:12;10
2704;Parada de curta duracao;18-04-2012 18:04:12;18-04-2012 18:04:17;5
2705;Maquina trabalhando;18-04-2012 18:04:17;18-04-2012 18:05:01;44
2705;Retirada do Produto;18-04-2012 18:05:01;18-04-2012 18:05:01;0
2705;Alimentacao de Maquina;18-04-2012 18:05:01;18-04-2012 18:05:11;10
2705;Parada de curta duracao;18-04-2012 18:05:11;18-04-2012 18:05:19;8
2706;Maquina trabalhando;18-04-2012 18:05:19;18-04-2012 18:06:03;44
2706;Retirada do Produto;18-04-2012 18:06:03;18-04-2012 18:06:03;0
2706;Alimentacao de Maquina;18-04-2012 18:06:03;18-04-2012 18:06:13;10
2706;Parada de curta duracao;18-04-2012 18:06:13;18-04-2012 18:06:34;21
2707;Maquina trabalhando;18-04-2012 18:06:34;18-04-2012 18:07:18;44
2707;Retirada do Produto;18-04-2012 18:07:18;18-04-2012 18:07:18;0
2707;Alimentacao de Maquina;18-04-2012 18:07:18;18-04-2012 18:07:28;10
2707;Parada de curta duracao;18-04-2012 18:07:28;18-04-2012 18:07:54;26
2708;Maquina trabalhando;18-04-2012 18:07:54;18-04-2012 18:08:38;44
2708;Retirada do Produto;18-04-2012 18:08:38;18-04-2012 18:08:38;0
2708;Alimentacao de Maquina;18-04-2012 18:08:38;18-04-2012 18:08:48;10
